fitur,importance
Tetangga_Lag1_avg,0.26137224
Roll30,0.07006026
Lag2,0.070029594
Tetangga_Roll7_avg,0.068703435
Tetangga_Max3_avg,0.0685803
Trend,0.06536505
Hari_Tahun,0.065333255
Hari_Minggu,0.06335888
Lag1,0.059499923
Spasial_x_Roll7,0.058852475
Max3,0.058796015
Lag3,0.057386704
Roll7,0.032661922
Bulan,0.0
Consec_Rain,0.0
STASIUN_Lubuk_Minturun,0.0
STASIUN_Nanggalo,0.0
STASIUN_Parak_Karakah,0.0
Musim_Hujan_Intensif,0.0
Musim_Kemarau,0.0
Musim_Peralihan_1,0.0
Musim_Peralihan_2,0.0
