Fitur,Importance
Tetangga_Lag1_avg,0.2827047
Bulan,0.09151093
Lag2,0.09139671
Hari_Minggu,0.090225555
Roll365,0.0870979
Roll7,0.082171
Roll30,0.066105716
Hari_Tahun,0.06315558
Tetangga_Roll7_avg,0.059676573
Lag3,0.045394316
Lag1,0.040561005
STASIUN_Lubuk_Minturun,0.0
STASIUN_Nanggalo,0.0
STASIUN_Parak_Karakah,0.0
