TANGGAL,y_true,y_pred,SHAP_Bulan,SHAP_Hari_Tahun,SHAP_Hari_Minggu,SHAP_Lag1,SHAP_Lag2,SHAP_Lag3,SHAP_Roll7,SHAP_Roll30,SHAP_Tetangga_Lag1_avg,SHAP_Tetangga_Roll7_avg,SHAP_STASIUN_Lubuk_Minturun,SHAP_STASIUN_Nanggalo,SHAP_STASIUN_Parak_Karakah,SHAP_Musim_Hujan_Intensif,SHAP_Musim_Kemarau,SHAP_Musim_Peralihan_1,SHAP_Musim_Peralihan_2
2024-03-29,0,0,0.0,-0.01961461,0.009500714,0.07616081,0.017325943,0.0038023326,0.0032845913,0.0020852734,-0.18632288,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,0,1,0.0,-0.061578523,0.007019762,-0.010510421,0.00720668,-0.0020380272,0.0022060603,-0.04054344,0.16940989,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,0,1,0.0,-0.06017038,0.005770742,-0.010510421,0.00720668,0.010423893,0.0022060603,-0.0067162053,0.18370295,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,0,0,0.0,-0.0058567575,0.009500714,0.07616081,0.030552924,0.0035676449,-0.0006815586,0.007705127,-0.30620068,0.0325252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,0,1,0.0,-0.053654328,0.023587368,0.028833466,0.008605503,0.010423893,0.00031004922,0.02287697,0.440761,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,0,1,0.0,-0.061488684,0.007019762,0.025616255,0.008605503,-0.0020380272,0.00031004922,-0.04054344,0.13369055,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,1,1,0.0,-0.061488684,0.007019762,0.025616255,0.0076574995,-0.0020380272,0.0022060603,-0.04054344,0.13274254,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0,1,0.0,-0.053347494,-0.20948164,0.028833466,0.008571569,0.010423893,0.00031004922,0.024020046,0.30511633,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0,1,0.0,-0.07221511,-0.21299781,0.023202151,-0.098479606,-0.0066231126,-0.00487936,-0.047028806,0.4108744,0.008325243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0,1,0.0,-0.05931251,-0.047439136,0.025616255,-0.016371634,-0.0066231126,0.00031004922,-0.04443906,0.21943113,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0,0,0.0,-0.03328766,-0.03051167,0.041811805,-0.4982891,0.0038023326,-0.025519839,-0.03141257,-0.34003547,0.019823577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0,1,0.0,-0.0015634398,-0.0079661375,0.05748989,0.016057715,0.0038667028,-0.00042921555,0.011243026,0.040296763,0.017019589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0,1,0.0,-0.016891489,-0.011755815,0.05748989,-0.008885488,-0.007177303,-0.00042921555,-0.012296878,0.11894164,0.017019589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0,1,0.0,-0.077271126,0.007019762,0.025616255,0.008605503,0.010423893,0.00031004922,-0.04054344,0.13701107,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0,0,0.0,-0.10141103,0.007019762,0.025616255,0.008605503,-0.03343804,0.00031004922,-0.04054344,0.11989793,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0,1,0.0,-0.060080547,0.005770742,0.025616255,0.0076574995,0.010423893,0.0022060603,-0.0067162053,0.1470356,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0,1,0.0,-0.08120898,0.007019762,0.025616255,-0.0163377,0.010423893,0.00031004922,-0.04054344,0.16589214,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0,1,0.0,-0.077271126,0.007019762,0.025616255,0.008605503,0.010423893,0.00031004922,-0.04054344,0.13701107,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0,1,0.0,-0.04242875,0.005770742,0.025616255,-0.017285706,-0.0066231126,0.0022060603,-0.0067162053,0.17137408,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0,0,0.0,-0.01961461,0.009500714,0.07616081,0.017325943,0.0038023326,0.0032845913,0.0020852734,-0.18632288,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0,0,0.0,-0.02293334,0.016057845,0.07616081,0.021909542,0.0038023326,-0.00042921555,-0.010961251,-0.17738457,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0,0,0.0,-0.02293334,0.016057845,0.07616081,0.021909542,0.0038023326,-0.00042921555,-0.010961251,-0.17738457,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0,0,0.0,-0.01961461,0.009500714,0.07616081,0.017325943,0.0038023326,0.0032845913,0.0020852734,-0.18632288,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0,0,0.0,-0.02293334,0.016057845,0.07616081,0.021909542,0.0038023326,-0.00042921555,-0.010961251,-0.17738457,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0,0,0.0,-0.02293334,0.016057845,0.07616081,0.021909542,0.0038023326,-0.00042921555,-0.010961251,-0.17738457,0.030558888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,0,1,0.0,-0.04429809,0.005770742,0.025616255,0.0076574995,-0.0020380272,0.0022060603,-0.0067162053,0.1437151,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,0,1,0.0,-0.061488684,0.007019762,0.025616255,0.008605503,-0.0020380272,0.00031004922,-0.04054344,0.13369055,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,0,1,0.0,-0.07807791,0.007019762,0.025616255,0.008605503,0.010423893,0.00031004922,-0.04054344,0.1362043,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0,0,0.0,-0.012824168,-0.0551947,-0.032794796,0.014961287,-0.0022919306,0.0032845913,0.016194953,-0.19903445,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0,0,0.0,-0.029463956,-0.0551947,0.07616081,-0.07535996,-0.004768604,-0.0006815586,0.0055973292,-0.3097087,0.0325252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0,0,0.0,-0.012824168,-0.0551947,-0.032794796,0.014961287,-0.0022919306,0.0032845913,0.016194953,-0.19903445,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0,0,0.0,-0.015399927,-0.01470122,0.07616081,0.017161887,0.0038023326,0.0032845913,0.016194953,-0.20641354,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0,1,0.0,-0.043003913,-0.0031559789,-0.010510421,0.007172745,0.010423893,0.0022060603,0.026609797,0.20296168,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0,0,0.0,-0.015399927,-0.01470122,0.07616081,0.017161887,0.0038023326,0.0032845913,0.016194953,-0.20641354,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0,0,0.0,-0.012842616,0.009500714,0.07616081,0.017325943,-0.0045339167,0.0032845913,0.010194009,-0.19448094,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0,0,0.0,-0.017010741,0.009500714,0.07616081,0.017325943,0.0038023326,0.0032845913,0.010194009,-0.19864906,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0,0,0.0,-0.012842616,0.009500714,0.07616081,0.017325943,-0.0045339167,0.0032845913,0.010194009,-0.19448094,0.032172464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0,1,0.0,-0.04378362,0.0071890764,0.025616255,0.0076574995,0.010423893,0.0022060603,0.02533858,0.17131567,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0,1,0.0,-0.03287147,0.023587368,0.028833466,0.008605503,-0.0066231126,0.00031004922,0.02287697,0.4354115,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0,1,0.0,-0.053654328,0.023587368,0.028833466,0.0076574995,0.010423893,0.0022060603,0.02287697,0.43981302,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0,0,0.0,-0.029325185,0.009087491,0.048932474,-0.2721662,0.0038023326,-0.025519839,0.010194009,-0.26171583,0.029276079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0,1,0.0,-0.025658961,0.005770742,-0.010510421,-0.016788522,-0.0066231126,0.00031004922,0.02546672,0.22073741,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0,1,0.0,-0.02476234,0.005770742,0.025616255,-0.017285706,-0.0066231126,0.0022060603,0.02546672,0.18392888,0.008877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0,0,0.0,-0.0063281297,0.009500714,-0.032794796,0.028352316,0.0035676449,-0.0006815586,0.007705127,-0.34236234,0.0325252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0,0,0.0,-0.0063281297,0.009500714,-0.032794796,0.028352316,0.0035676449,-0.0006815586,0.007705127,-0.34236234,0.0325252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0,0,0.0,-0.0010070503,0.009500714,-0.032794796,0.023768723,0.0035676449,0.003032248,0.007705127,-0.3429429,0.028654482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,0,1,0.0,-0.02172111,0.005770742,-0.010510421,0.00720668,-0.0066231126,0.0022060603,0.02546672,0.19090833,0.010490812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
